job_id,user,num_gpu,batch_size,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
49,user49,1,64,93778,5785,deepspeech2,3616,0,5424,10,0,strict
50,user50,1,128,94912,12029,inception3,4694,0,7042,10,0,strict
51,user51,1,128,95922,13090,inception3,5109,0,7663,10,0,strict
52,user52,1,128,99804,798986,gpt2,109317,0,163976,10,0,strict
53,user53,1,64,100846,36489,vgg16,7221,0,10832,10,0,strict
54,user54,16,256,103518,21424,vgg16,1697,0,2546,10,0,strict
55,user55,1,64,104173,579953,vgg16,114773,0,172160,10,0,strict
56,user56,1,128,107390,2231,bert,624,0,936,10,0,strict
57,user57,1,64,110839,22472,vgg16,4447,0,6670,10,0,strict
58,user58,1,64,111766,8052,deepspeech2,5033,0,7549,10,0,strict
59,user59,1,128,113024,1891,inception3,738,0,1107,10,0,strict
60,user60,1,128,116819,7881,vgg16,3002,0,4504,10,0,strict
61,user61,1,64,118749,13875,resnet50,2027,0,3041,10,0,strict
62,user62,1,64,119749,37009,inception3,7677,0,11515,10,0,strict
63,user63,1,32,120125,2236,deepspeech2,739,0,1109,10,0,strict
64,user64,8,128,120714,312634,gpt2,16715,0,25072,10,0,strict
65,user65,1,128,122518,10372,bert,2901,0,4352,10,0,strict
66,user66,1,128,122790,6624,resnet50,1812,0,2718,10,0,strict
67,user67,1,256,126368,3256,resnet50,1766,0,2650,10,0,strict
68,user68,1,128,126836,16782,bert,4694,0,7041,10,0,strict
69,user69,1,64,130471,13312,bert,2207,0,3311,10,0,strict
70,user70,1,32,131027,1990,deepspeech2,658,0,987,10,0,strict
71,user71,1,128,135759,19952,vgg16,7601,0,11402,10,0,strict
72,user72,1,128,137597,4730,resnet50,1294,0,1941,10,0,strict
73,user73,1,64,138649,260951,bert,43270,0,64906,10,0,strict
74,user74,1,256,139743,3543,vgg16,2697,0,4046,10,0,strict
75,user75,1,64,141324,5143,bert,852,0,1279,10,0,strict
76,user76,8,64,142654,21015,bert,1900,0,2850,10,0,strict
77,user77,8,128,143215,1613332,gpt2,86257,0,129386,10,0,strict
78,user78,1,64,143564,164128,inception3,34046,0,51070,10,0,strict
79,user79,8,128,144640,106029,gpt2,5668,0,8503,10,0,strict
80,user80,1,32,148720,272436,deepspeech2,90116,0,135174,10,0,strict
81,user81,1,128,150185,3256,bert,911,0,1366,10,0,strict
82,user82,8,64,150302,22417,vgg16,1159,0,1739,10,0,strict
83,user83,1,128,152878,901484,vgg16,343451,0,515177,10,0,strict
84,user84,1,128,154820,4122,vgg16,1570,0,2355,10,0,strict
85,user85,8,256,158393,2727247,gpt2,174203,0,261305,10,0,strict
86,user86,1,128,158712,160215,inception3,62528,0,93792,10,0,strict
87,user87,1,32,160760,4971,deepspeech2,1644,0,2466,10,0,strict
88,user88,1,128,160851,11188,gpt2,1530,0,2296,10,0,strict
89,user89,1,64,162438,12207,inception3,2532,0,3798,10,0,strict
90,user90,1,256,162917,10114,gpt2,2468,0,3702,10,0,strict
91,user91,1,32,163302,98312,deepspeech2,32519,0,48779,10,0,strict
92,user92,1,64,166427,106732,resnet50,15597,0,23396,10,0,strict
93,user93,8,128,166596,6224729,inception3,573484,0,860226,10,0,strict
94,user94,1,64,167704,80713,vgg16,15973,0,23959,10,0,strict
95,user95,1,64,170590,246406,bert,40858,0,61288,10,0,strict
96,user96,1,64,171011,17270,deepspeech2,10794,0,16191,10,0,strict
97,user97,1,64,171365,17369,inception3,3603,0,5404,10,0,strict
98,user98,1,64,174553,9394,inception3,1948,0,2923,10,0,strict
99,user99,1,128,175378,2713,bert,759,0,1138,10,0,strict
