job_id,user,num_gpu,batch_size,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
62,user62,2,64,51657,8368,deepspeech2,2825,0,3474,10,0,strict
63,user63,1,128,52749,27627,bert,7728,0,6622,10,0,strict
64,user64,1,128,53759,922383,bert,258014,0,369267,10,0,strict
65,user65,1,64,54182,1483932,resnet50,216854,0,289280,10,0,strict
66,user66,2,256,54702,9099,gpt2,1307,0,1732,10,0,strict
67,user67,8,128,55341,19418,inception3,1788,0,1234,10,0,strict
68,user68,1,32,56698,8518,deepspeech2,2817,0,1791,10,0,strict
69,user69,1,32,57360,89108,deepspeech2,29475,0,28266,10,0,strict
70,user70,1,256,57810,3062,vgg16,2331,0,1456,10,0,strict
71,user71,1,64,58415,4982,vgg16,986,0,609,10,0,strict
72,user72,1,64,58442,280001,bert,46429,0,24612,10,0,strict
73,user73,1,256,58482,3359,vgg16,2557,0,1376,10,0,strict
74,user74,4,64,59576,42685,bert,4121,0,5050,10,0,strict
75,user75,1,32,63253,2206,deepspeech2,729,0,875,10,0,strict
76,user76,1,128,64063,3826,resnet50,1046,0,645,10,0,strict
77,user77,1,64,64513,27184,vgg16,5379,0,8059,10,0,strict
78,user78,1,256,64681,73426,gpt2,17920,0,26102,10,0,strict
79,user79,1,64,65309,2975021,vgg16,588761,0,619774,10,0,strict
80,user80,4,64,68928,41127,vgg16,2787,0,3865,10,0,strict
81,user81,8,64,70253,34245,deepspeech2,4623,0,6287,10,0,strict
82,user82,1,256,70951,17541,resnet50,9516,0,7134,10,0,strict
83,user83,16,64,72722,13684,deepspeech2,1455,0,1137,10,0,strict
84,user84,1,128,72960,26995,gpt2,3693,0,4069,10,0,strict
85,user85,1,128,73609,1737,inception3,678,0,640,10,0,strict
86,user86,1,128,76351,3219,resnet50,880,0,842,10,0,strict
87,user87,1,128,77127,5039,resnet50,1378,0,1265,10,0,strict
88,user88,1,256,77680,1476,vgg16,1124,0,1300,10,0,strict
89,user89,1,128,77962,9290,gpt2,1271,0,1485,10,0,strict
90,user90,1,128,78677,7645,inception3,2983,0,2096,10,0,strict
91,user91,1,128,81511,20124,resnet50,5505,0,4487,10,0,strict
92,user92,1,128,81517,36065,vgg16,13740,0,11444,10,0,strict
93,user93,4,128,82894,3920907,gpt2,235259,0,148063,10,0,strict
94,user94,1,128,84440,9215,vgg16,3510,0,3237,10,0,strict
95,user95,8,64,86396,7920,bert,716,0,944,10,0,strict
96,user96,8,128,87610,60831,resnet50,3679,0,5224,10,0,strict
97,user97,1,128,89101,6062,gpt2,829,0,1091,10,0,strict
98,user98,1,256,89759,88289,vgg16,67208,0,62546,10,0,strict
99,user99,1,32,90500,43730,deepspeech2,14465,0,16051,10,0,strict
100,user100,1,128,91000,11922,gpt2,1631,0,858,10,0,strict
101,user101,1,64,91052,346770,vgg16,68626,0,66058,10,0,strict
102,user102,1,64,92888,10238,deepspeech2,6399,0,6365,10,0,strict
103,user103,1,256,93648,7071,gpt2,1725,0,961,10,0,strict
104,user104,8,128,93849,3621891,gpt2,193646,0,209305,10,0,strict
105,user105,1,256,94481,11689,gpt2,2852,0,2979,10,0,strict
106,user106,1,128,95078,8434,vgg16,3213,0,2162,10,0,strict
107,user107,1,128,95475,11746,inception3,4584,0,2572,10,0,strict
108,user108,1,128,95857,5856,resnet50,1602,0,1399,10,0,strict
109,user109,1,256,96553,62166,gpt2,15172,0,22408,10,0,strict
110,user110,8,64,97433,60287,deepspeech2,8140,0,5789,10,0,strict
111,user111,1,64,98286,20825,inception3,4319,0,4388,10,0,strict
112,user112,1,256,98837,3903,vgg16,2971,0,2039,10,0,strict
113,user113,1,256,98863,9620,gpt2,2348,0,3340,10,0,strict
114,user114,1,64,99097,4616,vgg16,913,0,1028,10,0,strict
115,user115,1,128,99273,29672,vgg16,11304,0,7983,10,0,strict
116,user116,1,256,100063,30427,resnet50,16506,0,20391,10,0,strict
117,user117,1,64,101839,3301,vgg16,653,0,720,10,0,strict
118,user118,1,32,103281,26572,deepspeech2,8789,0,7628,10,0,strict
119,user119,1,256,104716,6175,resnet50,3350,0,4116,10,0,strict
120,user120,1,64,106242,19904,resnet50,2908,0,1992,10,0,strict
121,user121,1,256,106507,6223,gpt2,1519,0,1436,10,0,strict
122,user122,1,128,108167,11162,bert,3122,0,2107,10,0,strict
123,user123,1,128,109173,801250,vgg16,305264,0,284726,10,0,strict
124,user124,1,128,109251,872548,inception3,340533,0,473112,10,0,strict
125,user125,1,128,109266,4881,resnet50,1335,0,1164,10,0,strict
126,user126,1,128,109279,5372,resnet50,1469,0,1735,10,0,strict
127,user127,1,128,110547,22393,bert,6264,0,6352,10,0,strict
128,user128,1,64,110806,229667,deepspeech2,143549,0,149570,10,0,strict
129,user129,8,256,110910,274293,resnet50,26428,0,34976,10,0,strict
130,user130,1,256,111792,34704,resnet50,18826,0,14439,10,0,strict
131,user131,1,64,112172,17320,resnet50,2531,0,2726,10,0,strict
132,user132,1,32,112237,2442,deepspeech2,807,0,1146,10,0,strict
133,user133,1,128,112394,2108815,resnet50,576908,0,377759,10,0,strict
134,user134,1,64,113068,5640,bert,935,0,504,10,0,strict
135,user135,1,32,113234,4037,deepspeech2,1335,0,1518,10,0,strict
136,user136,1,128,113521,46094,gpt2,6306,0,5419,10,0,strict
137,user137,1,128,114640,13104,bert,3665,0,3958,10,0,strict
138,user138,1,64,115186,18732,inception3,3885,0,2658,10,0,strict
139,user139,1,32,115535,780329,deepspeech2,258117,0,330402,10,0,strict
140,user140,1,64,116113,21541,bert,3571,0,4560,10,0,strict
141,user141,1,128,116135,10663,gpt2,1458,0,2119,10,0,strict
142,user142,1,128,116575,244711,vgg16,93231,0,112393,10,0,strict
143,user143,1,128,117066,17711,gpt2,2423,0,1553,10,0,strict
144,user144,1,64,117254,453391,deepspeech2,283383,0,162503,10,0,strict
145,user145,1,64,117357,4998,vgg16,989,0,940,10,0,strict
146,user146,1,32,119428,2007,deepspeech2,664,0,976,10,0,strict
147,user147,1,64,120070,63742,vgg16,12614,0,9104,10,0,strict
148,user148,1,128,120281,12493,bert,3494,0,4435,10,0,strict
149,user149,1,256,121119,9954,gpt2,2429,0,3281,10,0,strict
150,user150,1,32,122648,46091,deepspeech2,15246,0,8405,10,0,strict
151,user151,1,64,122666,14791,inception3,3068,0,2581,10,0,strict
152,user152,1,256,122683,243637,gpt2,59462,0,37677,10,0,strict
153,user153,1,128,122825,15309,vgg16,5832,0,4180,10,0,strict
154,user154,2,128,123967,53037,inception3,11383,0,14229,10,0,strict
155,user155,1,128,124124,13141,inception3,5128,0,5358,10,0,strict
156,user156,2,128,125222,34112,bert,6006,0,8248,10,0,strict
157,user157,1,128,126242,607665,bert,169979,0,116604,10,0,strict
158,user158,1,64,126950,18002,bert,2985,0,2337,10,0,strict
159,user159,1,64,127175,20280,deepspeech2,12676,0,18034,10,0,strict
160,user160,4,256,130516,46660,vgg16,10052,0,5770,10,0,strict
161,user161,1,128,131955,57006,resnet50,15595,0,10854,10,0,strict
162,user162,1,256,132609,6401,vgg16,4873,0,5009,10,0,strict
163,user163,1,256,132836,1650716,gpt2,402875,0,540173,10,0,strict
164,user164,1,128,133777,36687,resnet50,10036,0,11748,10,0,strict
165,user165,1,128,134230,3062,inception3,1195,0,682,10,0,strict
166,user166,1,256,135001,18620,gpt2,4544,0,5863,10,0,strict
167,user167,2,128,135350,54794,bert,9647,0,10490,10,0,strict
168,user168,1,256,136247,6533,vgg16,4973,0,4892,10,0,strict
169,user169,1,32,136302,4356,deepspeech2,1441,0,1555,10,0,strict
170,user170,1,64,136621,15217,vgg16,3011,0,3348,10,0,strict
171,user171,1,64,139716,85481,vgg16,16916,0,9054,10,0,strict
172,user172,1,64,141592,4149,resnet50,606,0,618,10,0,strict
173,user173,1,64,141921,65208,bert,10812,0,13530,10,0,strict
174,user174,1,128,143681,21342,vgg16,8131,0,9656,10,0,strict
175,user175,1,128,144015,22557,resnet50,6170,0,3881,10,0,strict
176,user176,1,64,146537,9097,bert,1508,0,821,10,0,strict
177,user177,1,64,147762,3334,vgg16,659,0,372,10,0,strict
178,user178,1,256,148247,10655,vgg16,8111,0,4198,10,0,strict
179,user179,1,64,148509,12812,deepspeech2,8008,0,7211,10,0,strict
180,user180,1,256,148516,4471,resnet50,2425,0,3203,10,0,strict
181,user181,1,256,150415,11960,vgg16,9105,0,5980,10,0,strict
182,user182,8,64,150450,404873,inception3,30231,0,38258,10,0,strict
183,user183,1,32,151990,6778,deepspeech2,2242,0,1842,10,0,strict
184,user184,1,64,154938,11366,resnet50,1661,0,1774,10,0,strict
185,user185,8,128,155698,68024,resnet50,4114,0,2756,10,0,strict
186,user186,4,64,155868,353369,deepspeech2,67272,0,90762,10,0,strict
187,user187,8,256,157688,23323,resnet50,2247,0,1468,10,0,strict
188,user188,1,32,160965,36673,deepspeech2,12130,0,8830,10,0,strict
189,user189,8,64,162061,62446,bert,5646,0,6055,10,0,strict
190,user190,8,64,162701,74513,vgg16,3854,0,3630,10,0,strict
191,user191,1,64,163128,169226,resnet50,24729,0,23987,10,0,strict
192,user192,1,32,163512,164008,deepspeech2,54250,0,81285,10,0,strict
193,user193,2,256,163719,65238,gpt2,9373,0,7290,10,0,strict
194,user194,1,128,164728,8334,bert,2331,0,2060,10,0,strict
195,user195,1,128,165239,191171,gpt2,26156,0,32884,10,0,strict
196,user196,1,256,165433,9491,gpt2,2316,0,3015,10,0,strict
197,user197,1,128,165532,40534,bert,11338,0,8103,10,0,strict
198,user198,1,128,166519,19246,resnet50,5265,0,5487,10,0,strict
199,user199,1,64,166835,9178,resnet50,1341,0,1885,10,0,strict
