job_id,user,num_gpu,batch_size,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
91,user91,4,128,1307066,1644158,vgg16,188534,0,224274,10,0,strict
92,user92,1,32,1307455,66488,deepspeech2,21993,0,19399,10,0,strict
93,user93,1,64,1307455,150819,resnet50,22040,0,14552,10,0,strict
94,user94,4,128,1319234,3287941,gpt2,197281,0,271944,10,0,strict
95,user95,4,128,1322235,1546817,vgg16,177372,0,169644,10,0,strict
96,user96,1,64,1322761,124268,vgg16,24593,0,22748,10,0,strict
97,user97,1,64,1322761,39036,deepspeech2,24399,0,33893,10,0,strict
98,user98,4,128,1330834,1567738,vgg16,179771,0,144921,10,0,strict
99,user99,4,64,1330843,2181344,inception3,186548,0,257720,10,0,strict
100,user100,1,256,1362294,102175,gpt2,24937,0,23088,10,0,strict
101,user101,1,64,1362333,150983,bert,25036,0,33905,10,0,strict
102,user102,4,64,1388150,2292301,inception3,196037,0,120157,10,0,strict
103,user103,2,64,1422424,438271,resnet50,37021,0,27631,10,0,strict
104,user104,1,256,1520982,2532,gpt2,618,0,533,10,0,strict
105,user105,4,128,1565365,1251166,vgg16,143470,0,88106,10,0,strict
106,user106,2,256,1566328,1854354,gpt2,266440,0,347616,10,0,strict
107,user107,1,128,1571362,77368,inception3,30195,0,19774,10,0,strict
108,user108,1,64,1571375,148673,bert,24653,0,25295,10,0,strict
109,user109,4,128,1571742,1479643,inception3,189610,0,96147,10,0,strict
110,user110,1,256,1610864,25705,vgg16,19568,0,27678,10,0,strict
111,user111,1,256,1610875,26031,vgg16,19816,0,20005,10,0,strict
112,user112,1,64,1630983,109864,resnet50,16055,0,21061,10,0,strict
113,user113,1,256,1630997,36045,resnet50,19554,0,10583,10,0,strict
114,user114,4,128,1631317,73131,gpt2,4388,0,6413,10,0,strict
115,user115,4,128,1631322,77381,gpt2,4643,0,4456,10,0,strict
116,user116,4,64,1647890,30070,vgg16,2038,0,2258,10,0,strict
117,user117,4,256,1651211,12802,resnet50,2068,0,1863,10,0,strict
118,user118,1,128,1664217,56268,inception3,21960,0,27785,10,0,strict
119,user119,1,128,1664218,159668,gpt2,21846,0,11271,10,0,strict
120,user120,1,64,1667778,39438,deepspeech2,24650,0,16966,10,0,strict
121,user121,1,64,1667783,39521,deepspeech2,24702,0,34704,10,0,strict
122,user122,1,64,1668328,1003,deepspeech2,627,0,799,10,0,strict
123,user123,1,256,1670135,1040,vgg16,792,0,1123,10,0,strict
124,user124,1,256,1670140,1139,resnet50,618,0,471,10,0,strict
125,user125,4,256,1687101,70728,vgg16,15237,0,18790,10,0,strict
126,user126,4,128,1687106,134910,vgg16,15470,0,22963,10,0,strict
127,user127,4,128,1695296,1561965,vgg16,179109,0,147941,10,0,strict
128,user128,1,256,1696457,45754,resnet50,24821,0,28125,10,0,strict
129,user129,1,256,1696457,99413,gpt2,24263,0,25188,10,0,strict
130,user130,1,128,1716607,135703,gpt2,18567,0,13444,10,0,strict
131,user131,1,128,1716609,51233,vgg16,19519,0,26006,10,0,strict
132,user132,4,128,1721528,1507545,bert,178388,0,261233,10,0,strict
133,user133,4,256,1722100,1100237,resnet50,177721,0,217366,10,0,strict
134,user134,1,64,1743219,4396,vgg16,870,0,439,10,0,strict
135,user135,1,64,1743558,3264,vgg16,646,0,797,10,0,strict
136,user136,4,64,1777206,39745,resnet50,2172,0,1782,10,0,strict
137,user137,4,128,1777206,38015,gpt2,2281,0,1543,10,0,strict
138,user138,1,32,1784253,48863,deepspeech2,16163,0,16859,10,0,strict
139,user139,1,64,1784253,112943,resnet50,16505,0,22957,10,0,strict
140,user140,1,64,1819146,38034,deepspeech2,23773,0,31435,10,0,strict
141,user141,1,64,1820628,113463,inception3,23537,0,28645,10,0,strict
142,user142,4,128,1821515,764772,resnet50,68136,0,43795,10,0,strict
143,user143,4,128,1821516,1333086,gpt2,79987,0,83391,10,0,strict
144,user144,2,64,1847078,799027,deepspeech2,269807,0,193950,10,0,strict
145,user145,1,32,1904135,48497,deepspeech2,16042,0,19856,10,0,strict
146,user146,1,128,1904139,57363,bert,16046,0,9763,10,0,strict
147,user147,1,64,1905347,130877,bert,21702,0,24173,10,0,strict
148,user148,1,256,1905356,40482,resnet50,21961,0,20895,10,0,strict
149,user149,1,128,1907469,182720,gpt2,25000,0,31555,10,0,strict
150,user150,1,128,1907471,64931,vgg16,24738,0,20294,10,0,strict
151,user151,4,64,1920806,30897,vgg16,2094,0,1555,10,0,strict
152,user152,4,256,1922368,10523,vgg16,2267,0,1261,10,0,strict
153,user153,4,64,1927711,79101,deepspeech2,15059,0,22069,10,0,strict
154,user154,4,256,1927712,172328,gpt2,15063,0,12184,10,0,strict
155,user155,4,128,1932851,753464,vgg16,86399,0,117245,10,0,strict
156,user156,4,64,1936352,877187,bert,84701,0,45735,10,0,strict
157,user157,1,64,2013026,117745,vgg16,23302,0,24024,10,0,strict
158,user158,1,64,2013046,141726,bert,23501,0,18532,10,0,strict
159,user159,1,256,2017157,43299,resnet50,23489,0,20290,10,0,strict
160,user160,1,64,2017175,161904,resnet50,23660,0,29096,10,0,strict
161,user161,4,256,2036839,2119418,gpt2,185256,0,102541,10,0,strict
162,user162,1,64,2059484,223442,bert,37051,0,50067,10,0,strict
163,user163,4,256,2063814,1001834,resnet50,161826,0,151524,10,0,strict
164,user164,4,256,2097269,825941,vgg16,177933,0,107409,10,0,strict
165,user165,1,64,2129795,3385,vgg16,670,0,679,10,0,strict
166,user166,1,128,2161106,22236,bert,6220,0,3587,10,0,strict
167,user167,1,256,2161107,8484,vgg16,6459,0,3594,10,0,strict
168,user168,1,64,2161132,170082,resnet50,24855,0,16583,10,0,strict
169,user169,1,64,2161132,124764,vgg16,24691,0,34942,10,0,strict
170,user170,1,64,2161425,69579,resnet50,10168,0,14180,10,0,strict
171,user171,1,128,2161425,73490,gpt2,10055,0,11483,10,0,strict
172,user172,1,64,2161666,32009,inception3,6640,0,4940,10,0,strict
173,user173,1,256,2161666,12227,resnet50,6633,0,4739,10,0,strict
174,user174,1,256,2247257,39885,vgg16,30362,0,25553,10,0,strict
175,user175,1,128,2247257,61136,vgg16,23292,0,15023,10,0,strict
176,user176,1,128,2247322,82759,bert,23150,0,28297,10,0,strict
177,user177,1,128,2247429,126677,bert,35435,0,50956,10,0,strict
178,user178,1,64,2248491,114148,inception3,23679,0,18710,10,0,strict
179,user179,1,64,2257491,3163,vgg16,626,0,561,10,0,strict
180,user180,1,128,2302903,2466,bert,690,0,928,10,0,strict
181,user181,4,64,2352993,1896592,resnet50,103645,0,110085,10,0,strict
182,user182,4,128,2359902,989421,vgg16,113456,0,123380,10,0,strict
183,user183,1,128,2360615,64600,inception3,25212,0,29212,10,0,strict
184,user184,4,128,2360616,1360272,resnet50,121191,0,83278,10,0,strict
185,user185,4,64,2360616,1346928,inception3,115189,0,165353,10,0,strict
186,user186,4,256,2360616,514846,resnet50,83163,0,62792,10,0,strict
187,user187,4,64,2360617,1838121,vgg16,124576,0,176638,10,0,strict
188,user188,4,32,2360617,679074,deepspeech2,90016,0,110175,10,0,strict
189,user189,4,128,2360619,698030,bert,82598,0,85755,10,0,strict
190,user190,4,64,2360619,683804,bert,66028,0,85733,10,0,strict
191,user191,4,128,2360620,967593,resnet50,86206,0,65702,10,0,strict
192,user192,4,128,2360620,721532,bert,85379,0,83785,10,0,strict
193,user193,4,128,2360624,1233509,inception3,158069,0,118131,10,0,strict
194,user194,4,128,2360625,1003915,vgg16,115118,0,59344,10,0,strict
195,user195,4,128,2360646,815185,bert,96461,0,57416,10,0,strict
196,user196,4,128,2360646,1038710,resnet50,92542,0,78322,10,0,strict
197,user197,2,64,2361910,3138531,resnet50,265113,0,370795,10,0,strict
198,user198,4,64,2386703,2238945,inception3,191474,0,217804,10,0,strict
199,user199,1,256,2388654,1251,resnet50,679,0,469,10,0,strict
200,user200,1,128,2391840,113367,gpt2,15511,0,14744,10,0,strict
201,user201,1,128,2478146,2094,vgg16,798,0,567,10,0,strict
202,user202,1,64,2495057,35404,deepspeech2,22129,0,32431,10,0,strict
203,user203,1,64,2505721,133597,bert,22153,0,19816,10,0,strict
204,user204,1,32,2545486,85984,deepspeech2,28442,0,30396,10,0,strict
205,user205,1,128,2545511,73466,inception3,28672,0,16017,10,0,strict
206,user206,1,256,2546184,115635,gpt2,28222,0,22492,10,0,strict
207,user207,1,64,2548010,173785,bert,28817,0,25884,10,0,strict
208,user208,1,128,2551437,70647,inception3,27572,0,40532,10,0,strict
209,user209,1,32,2551448,84433,deepspeech2,27929,0,16402,10,0,strict
210,user210,1,64,2561761,167809,bert,27826,0,30885,10,0,strict
211,user211,1,128,2561775,101413,bert,28368,0,22575,10,0,strict
212,user212,4,128,2574992,2094110,resnet50,186571,0,182057,10,0,strict
213,user213,4,64,2579225,3812306,resnet50,208335,0,182304,10,0,strict
214,user214,4,64,2584996,3195598,vgg16,216577,0,139143,10,0,strict
215,user215,4,256,2591838,2481978,gpt2,216947,0,268058,10,0,strict
216,user216,4,128,2636760,1818724,resnet50,162036,0,187146,10,0,strict
217,user217,1,64,2644740,1043,deepspeech2,652,0,692,10,0,strict
218,user218,1,128,2711038,112980,vgg16,43044,0,38654,10,0,strict
219,user219,4,64,2724456,2833628,vgg16,192045,0,109126,10,0,strict
220,user220,2,128,2728286,1399337,vgg16,287125,0,333944,10,0,strict
221,user221,1,128,2731218,3026,resnet50,828,0,776,10,0,strict
222,user222,1,64,2731220,5665,resnet50,828,0,675,10,0,strict
223,user223,1,64,2737914,123450,vgg16,24431,0,33264,10,0,strict
224,user224,1,256,2737938,100179,gpt2,24450,0,33338,10,0,strict
225,user225,1,256,2738675,99983,gpt2,24402,0,17456,10,0,strict
226,user226,1,64,2738683,123076,vgg16,24357,0,28470,10,0,strict
227,user227,1,128,2738836,87153,bert,24379,0,34144,10,0,strict
228,user228,1,64,2738836,168569,resnet50,24634,0,23909,10,0,strict
229,user229,1,128,2758116,41268,inception3,16106,0,17667,10,0,strict
230,user230,4,256,2763018,1576248,resnet50,254611,0,149448,10,0,strict
231,user231,4,64,2765561,1898312,resnet50,103739,0,94409,10,0,strict
232,user232,4,64,2777686,24836,inception3,2124,0,1112,10,0,strict
233,user233,4,128,2778950,19490,vgg16,2235,0,3322,10,0,strict
234,user234,4,32,2779788,813590,deepspeech2,107847,0,108665,10,0,strict
235,user235,1,256,2810910,1850,resnet50,1004,0,688,10,0,strict
236,user236,4,64,2820995,1011545,deepspeech2,192574,0,275892,10,0,strict
237,user237,1,256,2821065,1538,vgg16,1171,0,1697,10,0,strict
238,user238,1,128,2821066,3673,resnet50,1005,0,886,10,0,strict
239,user239,1,64,2821972,82844,vgg16,16395,0,23918,10,0,strict
240,user240,1,64,2821972,26153,deepspeech2,16347,0,15279,10,0,strict
241,user241,1,128,2824613,73368,bert,20523,0,11353,10,0,strict
242,user242,1,32,2824613,54737,deepspeech2,18106,0,19490,10,0,strict
243,user243,4,64,2827652,515175,deepspeech2,98077,0,71249,10,0,strict
244,user244,1,256,2831461,47339,resnet50,25681,0,17248,10,0,strict
245,user245,1,64,2831484,152310,bert,25256,0,27673,10,0,strict
246,user246,1,64,2831570,120082,inception3,24910,0,28826,10,0,strict
247,user247,4,128,2836521,804218,vgg16,92219,0,101130,10,0,strict
248,user248,4,64,2840204,20930,bert,2021,0,1990,10,0,strict
249,user249,4,128,2843377,15732,inception3,2016,0,2248,10,0,strict
250,user250,4,256,2843510,9098,vgg16,1960,0,1916,10,0,strict
251,user251,4,256,2847602,10509,vgg16,2264,0,2543,10,0,strict
252,user252,1,128,2851413,2167,inception3,846,0,654,10,0,strict
253,user253,1,128,2904763,2037,inception3,795,0,646,10,0,strict
254,user254,1,128,2905860,42327,vgg16,16126,0,14097,10,0,strict
255,user255,1,128,2905861,41844,inception3,16331,0,21006,10,0,strict
256,user256,4,64,2922459,10663,deepspeech2,2030,0,1908,10,0,strict
257,user257,4,64,2926520,37933,resnet50,2073,0,2209,10,0,strict
258,user258,1,128,2931823,103565,inception3,40419,0,34658,10,0,strict
259,user259,1,128,2931840,105507,inception3,41177,0,23475,10,0,strict
260,user260,2,64,2971942,571550,deepspeech2,192995,0,131561,10,0,strict
261,user261,4,256,2973384,1130671,resnet50,182637,0,182011,10,0,strict
262,user262,2,256,2974036,319997,vgg16,126848,0,65790,10,0,strict
263,user263,4,64,2974311,944262,deepspeech2,179765,0,131615,10,0,strict
264,user264,1,64,2989074,26496,deepspeech2,16561,0,22423,10,0,strict
265,user265,1,256,2989075,66860,gpt2,16318,0,24298,10,0,strict
266,user266,1,32,2991493,1838,deepspeech2,608,0,850,10,0,strict
267,user267,1,128,2998773,91074,bert,25476,0,35441,10,0,strict
268,user268,1,256,2998774,33143,vgg16,25230,0,26805,10,0,strict
269,user269,4,64,3006294,46735,resnet50,2554,0,1934,10,0,strict
270,user270,4,64,3007080,12238,deepspeech2,2330,0,2821,10,0,strict
271,user271,4,64,3021108,253240,vgg16,17163,0,17997,10,0,strict
272,user272,4,64,3025374,703429,resnet50,38441,0,37326,10,0,strict
273,user273,4,64,3027806,774868,resnet50,42345,0,44489,10,0,strict
274,user274,1,64,3072212,101743,bert,16871,0,16321,10,0,strict
275,user275,1,64,3072212,26917,deepspeech2,16824,0,18309,10,0,strict
276,user276,4,128,3076202,719235,vgg16,82474,0,72828,10,0,strict
277,user277,4,128,3078614,845051,bert,99995,0,96187,10,0,strict
278,user278,1,128,3079751,64902,vgg16,24727,0,27371,10,0,strict
279,user279,4,64,3082227,2260539,resnet50,123534,0,118784,10,0,strict
280,user280,4,128,3089337,179472,bert,21237,0,31248,10,0,strict
281,user281,4,32,3089347,160776,deepspeech2,21312,0,19717,10,0,strict
282,user282,1,256,3092021,105293,gpt2,25698,0,27500,10,0,strict
283,user283,4,64,3105066,1912401,bert,184661,0,226238,10,0,strict
284,user284,1,128,3107496,56330,bert,15757,0,16121,10,0,strict
285,user285,4,64,3118878,922526,deepspeech2,175627,0,191264,10,0,strict
286,user286,1,256,3124356,808224,gpt2,197256,0,292116,10,0,strict
287,user287,4,64,3127777,2558358,vgg16,173389,0,111160,10,0,strict
288,user288,4,128,3127782,2933315,gpt2,176003,0,141325,10,0,strict
289,user289,1,64,3164923,963,deepspeech2,602,0,508,10,0,strict
290,user290,1,64,3249391,4365,resnet50,638,0,956,10,0,strict
291,user291,1,32,3360917,75660,deepspeech2,25027,0,33497,10,0,strict
292,user292,1,64,3360972,210736,resnet50,30796,0,20365,10,0,strict
293,user293,1,64,3363744,35855,deepspeech2,22411,0,14517,10,0,strict
294,user294,1,128,3363770,56424,inception3,22021,0,26073,10,0,strict
295,user295,1,256,3370867,2560,gpt2,625,0,697,10,0,strict
296,user296,1,64,3374277,3909,inception3,811,0,440,10,0,strict
297,user297,1,64,3379909,3075,inception3,638,0,582,10,0,strict
298,user298,4,256,3386654,171321,gpt2,14975,0,8274,10,0,strict
299,user299,4,64,3386668,160108,bert,15460,0,15397,10,0,strict
300,user300,4,64,3388149,1021951,inception3,87397,0,65265,10,0,strict
301,user301,4,128,3392448,764023,bert,90407,0,111322,10,0,strict
302,user302,1,64,3421884,3143,inception3,652,0,848,10,0,strict
303,user303,1,256,3422723,26846,resnet50,14564,0,19061,10,0,strict
304,user304,1,64,3427083,152376,bert,25267,0,17150,10,0,strict
305,user305,1,128,3427084,177714,gpt2,24315,0,24202,10,0,strict
306,user306,1,256,3427409,34856,resnet50,18909,0,15743,10,0,strict
307,user307,1,128,3427409,68487,resnet50,18736,0,17193,10,0,strict
308,user308,4,128,3447594,198410,resnet50,17677,0,15542,10,0,strict
309,user309,4,256,3447596,109967,resnet50,17763,0,11719,10,0,strict
310,user310,4,128,3452699,2941465,gpt2,176492,0,160751,10,0,strict
311,user311,4,64,3452703,3257849,resnet50,178035,0,132786,10,0,strict
312,user312,1,64,3483503,42493,deepspeech2,26560,0,32450,10,0,strict
313,user313,1,128,3484764,56965,vgg16,21703,0,31460,10,0,strict
314,user314,2,128,3507025,392650,resnet50,59317,0,85435,10,0,strict
315,user315,1,128,3507742,139196,gpt2,19045,0,19131,10,0,strict
316,user316,1,256,3512167,42887,resnet50,23266,0,13882,10,0,strict
317,user317,1,256,3516797,94955,gpt2,23175,0,17017,10,0,strict
318,user318,1,64,3516818,117689,vgg16,23291,0,18315,10,0,strict
319,user319,4,64,3527660,17602,vgg16,1193,0,1085,10,0,strict
320,user320,4,256,3530044,7454,vgg16,1606,0,902,10,0,strict
321,user321,1,128,3531413,78651,bert,22001,0,20713,10,0,strict
322,user322,4,64,3536814,1941544,bert,187475,0,123756,10,0,strict
323,user323,4,128,3544128,2013273,resnet50,179369,0,114562,10,0,strict
324,user324,1,128,3546896,86867,bert,24299,0,18318,10,0,strict
325,user325,1,64,3547060,167516,resnet50,24480,0,14624,10,0,strict
326,user326,1,64,3550915,147623,vgg16,29215,0,32826,10,0,strict
327,user327,1,64,3550979,145542,vgg16,28803,0,39072,10,0,strict
328,user328,2,32,3558450,1326440,deepspeech2,247200,0,296830,10,0,strict
329,user329,1,64,3559452,142319,inception3,29523,0,18819,10,0,strict
330,user330,1,64,3562846,10483,resnet50,1532,0,1592,10,0,strict
331,user331,1,64,3562905,135334,inception3,28074,0,17048,10,0,strict
332,user332,1,256,3563086,52291,resnet50,28367,0,17369,10,0,strict
333,user333,1,64,3568059,68717,resnet50,10042,0,5139,10,0,strict
334,user334,4,32,3572596,1415362,deepspeech2,187616,0,142177,10,0,strict
335,user335,4,32,3582036,1391297,deepspeech2,184426,0,242220,10,0,strict
336,user336,4,64,3583142,952656,deepspeech2,181363,0,230597,10,0,strict
337,user337,1,128,3583917,34304,bert,9596,0,9643,10,0,strict
338,user338,4,128,3592464,1680148,vgg16,192661,0,241536,10,0,strict
339,user339,4,256,3592543,1179560,resnet50,190534,0,100326,10,0,strict
340,user340,1,128,3601029,87253,resnet50,23870,0,32760,10,0,strict
341,user341,1,64,3601042,143813,bert,23847,0,32839,10,0,strict
342,user342,1,128,3601773,121560,gpt2,16632,0,13958,10,0,strict
343,user343,1,64,3603702,169610,resnet50,24786,0,26504,10,0,strict
344,user344,1,128,3603725,87735,bert,24542,0,36686,10,0,strict
345,user345,1,64,3606502,162390,resnet50,23731,0,18153,10,0,strict
346,user346,1,32,3606503,50139,deepspeech2,16585,0,24645,10,0,strict
347,user347,4,256,3619932,238133,gpt2,20815,0,22676,10,0,strict
348,user348,1,64,3622365,26648,deepspeech2,16656,0,24666,10,0,strict
349,user349,1,128,3623885,91786,bert,25675,0,30826,10,0,strict
350,user350,1,64,3623891,4256,resnet50,622,0,820,10,0,strict
351,user351,4,64,3623916,300412,vgg16,20360,0,12065,10,0,strict
352,user352,1,128,3625591,2273,resnet50,622,0,502,10,0,strict
353,user353,1,32,3626130,72099,deepspeech2,23849,0,21063,10,0,strict
354,user354,4,128,3626705,1377111,inception3,176471,0,149940,10,0,strict
355,user355,1,64,3629107,166195,resnet50,24287,0,31118,10,0,strict
356,user356,4,256,3630868,118956,resnet50,19215,0,14887,10,0,strict
357,user357,4,64,3637157,1628750,resnet50,89008,0,86769,10,0,strict
358,user358,1,256,3648283,1163,resnet50,631,0,775,10,0,strict
359,user359,4,256,3652534,413743,vgg16,89133,0,105190,10,0,strict
360,user360,1,128,3653192,2352,bert,658,0,493,10,0,strict
361,user361,1,64,3654028,4167,bert,691,0,630,10,0,strict
362,user362,4,64,3654525,944015,deepspeech2,179718,0,148549,10,0,strict
363,user363,4,64,3654706,2674731,vgg16,181276,0,128011,10,0,strict
364,user364,1,128,3672278,62443,inception3,24370,0,24973,10,0,strict
365,user365,1,32,3672278,73359,deepspeech2,24266,0,19832,10,0,strict
366,user366,1,128,3673999,177831,gpt2,24331,0,25641,10,0,strict
367,user367,1,128,3680694,1542,inception3,602,0,491,10,0,strict
368,user368,1,64,3682946,8929,deepspeech2,5581,0,5112,10,0,strict
369,user369,4,64,3696926,194367,vgg16,13173,0,8730,10,0,strict
370,user370,4,64,3696930,156864,inception3,13415,0,10299,10,0,strict
371,user371,1,64,3698209,79073,inception3,16403,0,11141,10,0,strict
372,user372,1,64,3698209,96575,bert,16014,0,22221,10,0,strict
373,user373,2,128,3699634,1953376,resnet50,295093,0,313299,10,0,strict
374,user374,1,256,3699860,115049,gpt2,28079,0,28813,10,0,strict
375,user375,4,64,3714878,240447,inception3,20563,0,15239,10,0,strict
376,user376,4,256,3715545,94327,vgg16,20321,0,18588,10,0,strict
377,user377,1,32,3738571,87595,deepspeech2,28975,0,37619,10,0,strict
378,user378,1,128,3738580,88891,resnet50,24318,0,21097,10,0,strict
379,user379,4,256,3743782,863136,vgg16,185946,0,118170,10,0,strict
380,user380,4,64,3743803,984850,deepspeech2,187492,0,246150,10,0,strict
381,user381,1,128,3767636,79173,vgg16,30164,0,30091,10,0,strict
382,user382,1,128,3767699,64300,inception3,25095,0,29523,10,0,strict
383,user383,1,64,3768325,3853,bert,639,0,646,10,0,strict
384,user384,1,64,3769346,3057,vgg16,605,0,739,10,0,strict
385,user385,4,256,3778315,2065007,gpt2,180500,0,96275,10,0,strict
386,user386,1,128,3792131,174133,gpt2,23825,0,19390,10,0,strict
387,user387,1,128,3792141,60941,inception3,23784,0,16957,10,0,strict
388,user388,4,64,3794017,942860,deepspeech2,179498,0,115858,10,0,strict
