job_id,user,num_gpu,batch_size,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
87,user87,1,128,77127,5039,resnet50,1378,0,1073,10,0,strict
88,user88,1,256,77680,1476,vgg16,1124,0,1255,10,0,strict
89,user89,1,128,77962,9290,gpt2,1271,0,1031,10,0,strict
90,user90,1,128,78677,7645,inception3,2983,0,3437,10,0,strict
91,user91,1,128,81511,20124,resnet50,5505,0,6525,10,0,strict
92,user92,1,128,81517,36065,vgg16,13740,0,12164,10,0,strict
93,user93,4,128,82894,3920907,gpt2,235259,0,334876,10,0,strict
94,user94,1,128,84440,9215,vgg16,3510,0,2602,10,0,strict
95,user95,8,64,86396,7920,bert,716,0,909,10,0,strict
96,user96,8,128,87610,60831,resnet50,3679,0,3122,10,0,strict
97,user97,1,128,89101,6062,gpt2,829,0,449,10,0,strict
98,user98,1,256,89759,88289,vgg16,67208,0,67485,10,0,strict
99,user99,1,32,90500,43730,deepspeech2,14465,0,19614,10,0,strict
100,user100,1,128,91000,11922,gpt2,1631,0,1301,10,0,strict
101,user101,1,64,91052,346770,vgg16,68626,0,98285,10,0,strict
102,user102,1,64,92888,10238,deepspeech2,6399,0,3647,10,0,strict
103,user103,1,256,93648,7071,gpt2,1725,0,2292,10,0,strict
104,user104,8,128,93849,3621891,gpt2,193646,0,257709,10,0,strict
105,user105,1,256,94481,11689,gpt2,2852,0,3702,10,0,strict
106,user106,1,128,95078,8434,vgg16,3213,0,3283,10,0,strict
107,user107,1,128,95475,11746,inception3,4584,0,3247,10,0,strict
108,user108,1,128,95857,5856,resnet50,1602,0,1201,10,0,strict
109,user109,1,256,96553,62166,gpt2,15172,0,17683,10,0,strict
110,user110,8,64,97433,60287,deepspeech2,8140,0,8923,10,0,strict
111,user111,1,64,98286,20825,inception3,4319,0,4777,10,0,strict
112,user112,1,256,98837,3903,vgg16,2971,0,4031,10,0,strict
113,user113,1,256,98863,9620,gpt2,2348,0,3464,10,0,strict
114,user114,1,64,99097,4616,vgg16,913,0,1283,10,0,strict
115,user115,1,128,99273,29672,vgg16,11304,0,11083,10,0,strict
116,user116,1,256,100063,30427,resnet50,16506,0,11061,10,0,strict
117,user117,1,64,101839,3301,vgg16,653,0,915,10,0,strict
118,user118,1,32,103281,26572,deepspeech2,8789,0,8461,10,0,strict
119,user119,1,256,104716,6175,resnet50,3350,0,3869,10,0,strict
120,user120,1,64,106242,19904,resnet50,2908,0,2846,10,0,strict
121,user121,1,256,106507,6223,gpt2,1519,0,979,10,0,strict
122,user122,1,128,108167,11162,bert,3122,0,1750,10,0,strict
123,user123,1,128,109173,801250,vgg16,305264,0,351595,10,0,strict
124,user124,1,128,109251,872548,inception3,340533,0,274779,10,0,strict
125,user125,1,128,109266,4881,resnet50,1335,0,690,10,0,strict
126,user126,1,128,109279,5372,resnet50,1469,0,1054,10,0,strict
127,user127,1,128,110547,22393,bert,6264,0,8466,10,0,strict
128,user128,1,64,110806,229667,deepspeech2,143549,0,133285,10,0,strict
129,user129,8,256,110910,274293,resnet50,26428,0,25671,10,0,strict
130,user130,1,256,111792,34704,resnet50,18826,0,20170,10,0,strict
131,user131,1,64,112172,17320,resnet50,2531,0,2199,10,0,strict
132,user132,1,32,112237,2442,deepspeech2,807,0,707,10,0,strict
133,user133,1,128,112394,2108815,resnet50,576908,0,610096,10,0,strict
134,user134,1,64,113068,5640,bert,935,0,797,10,0,strict
135,user135,1,32,113234,4037,deepspeech2,1335,0,1894,10,0,strict
136,user136,1,128,113521,46094,gpt2,6306,0,3802,10,0,strict
137,user137,1,128,114640,13104,bert,3665,0,3355,10,0,strict
138,user138,1,64,115186,18732,inception3,3885,0,4938,10,0,strict
139,user139,1,32,115535,780329,deepspeech2,258117,0,365240,10,0,strict
140,user140,1,64,116113,21541,bert,3571,0,2478,10,0,strict
141,user141,1,128,116135,10663,gpt2,1458,0,2164,10,0,strict
142,user142,1,128,116575,244711,vgg16,93231,0,106747,10,0,strict
143,user143,1,128,117066,17711,gpt2,2423,0,3423,10,0,strict
144,user144,1,64,117254,453391,deepspeech2,283383,0,175735,10,0,strict
145,user145,1,64,117357,4998,vgg16,989,0,921,10,0,strict
146,user146,1,32,119428,2007,deepspeech2,664,0,497,10,0,strict
147,user147,1,64,120070,63742,vgg16,12614,0,9142,10,0,strict
148,user148,1,128,120281,12493,bert,3494,0,3392,10,0,strict
149,user149,1,256,121119,9954,gpt2,2429,0,1998,10,0,strict
150,user150,1,32,122648,46091,deepspeech2,15246,0,13800,10,0,strict
151,user151,1,64,122666,14791,inception3,3068,0,3759,10,0,strict
152,user152,1,256,122683,243637,gpt2,59462,0,36638,10,0,strict
153,user153,1,128,122825,15309,vgg16,5832,0,6583,10,0,strict
154,user154,2,128,123967,53037,inception3,11383,0,14628,10,0,strict
155,user155,1,128,124124,13141,inception3,5128,0,4220,10,0,strict
156,user156,2,128,125222,34112,bert,6006,0,7978,10,0,strict
157,user157,1,128,126242,607665,bert,169979,0,193335,10,0,strict
158,user158,1,64,126950,18002,bert,2985,0,2309,10,0,strict
159,user159,1,64,127175,20280,deepspeech2,12676,0,17086,10,0,strict
160,user160,4,256,130516,46660,vgg16,10052,0,14790,10,0,strict
161,user161,1,128,131955,57006,resnet50,15595,0,10439,10,0,strict
162,user162,1,256,132609,6401,vgg16,4873,0,5922,10,0,strict
163,user163,1,256,132836,1650716,gpt2,402875,0,213262,10,0,strict
164,user164,1,128,133777,36687,resnet50,10036,0,13691,10,0,strict
165,user165,1,128,134230,3062,inception3,1195,0,843,10,0,strict
166,user166,1,256,135001,18620,gpt2,4544,0,5843,10,0,strict
167,user167,2,128,135350,54794,bert,9647,0,9290,10,0,strict
168,user168,1,256,136247,6533,vgg16,4973,0,4227,10,0,strict
169,user169,1,32,136302,4356,deepspeech2,1441,0,1781,10,0,strict
170,user170,1,64,136621,15217,vgg16,3011,0,4254,10,0,strict
171,user171,1,64,139716,85481,vgg16,16916,0,20874,10,0,strict
172,user172,1,64,141592,4149,resnet50,606,0,395,10,0,strict
173,user173,1,64,141921,65208,bert,10812,0,13701,10,0,strict
174,user174,1,128,143681,21342,vgg16,8131,0,10987,10,0,strict
175,user175,1,128,144015,22557,resnet50,6170,0,6787,10,0,strict
176,user176,1,64,146537,9097,bert,1508,0,1699,10,0,strict
177,user177,1,64,147762,3334,vgg16,659,0,600,10,0,strict
178,user178,1,256,148247,10655,vgg16,8111,0,8953,10,0,strict
179,user179,1,64,148509,12812,deepspeech2,8008,0,11004,10,0,strict
180,user180,1,256,148516,4471,resnet50,2425,0,3026,10,0,strict
181,user181,1,256,150415,11960,vgg16,9105,0,7848,10,0,strict
182,user182,8,64,150450,404873,inception3,30231,0,36312,10,0,strict
183,user183,1,32,151990,6778,deepspeech2,2242,0,2849,10,0,strict
184,user184,1,64,154938,11366,resnet50,1661,0,1460,10,0,strict
185,user185,8,128,155698,68024,resnet50,4114,0,4655,10,0,strict
186,user186,4,64,155868,353369,deepspeech2,67272,0,62514,10,0,strict
187,user187,8,256,157688,23323,resnet50,2247,0,3359,10,0,strict
188,user188,1,32,160965,36673,deepspeech2,12130,0,14906,10,0,strict
189,user189,8,64,162061,62446,bert,5646,0,5747,10,0,strict
190,user190,8,64,162701,74513,vgg16,3854,0,3082,10,0,strict
191,user191,1,64,163128,169226,resnet50,24729,0,35184,10,0,strict
192,user192,1,32,163512,164008,deepspeech2,54250,0,35282,10,0,strict
193,user193,2,256,163719,65238,gpt2,9373,0,6869,10,0,strict
194,user194,1,128,164728,8334,bert,2331,0,1801,10,0,strict
195,user195,1,128,165239,191171,gpt2,26156,0,13391,10,0,strict
196,user196,1,256,165433,9491,gpt2,2316,0,3089,10,0,strict
197,user197,1,128,165532,40534,bert,11338,0,11079,10,0,strict
198,user198,1,128,166519,19246,resnet50,5265,0,3824,10,0,strict
199,user199,1,64,166835,9178,resnet50,1341,0,1028,10,0,strict
