job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
127,110547,22393,bert,114747,128,1,6264,1
128,110806,229667,deepspeech2,245533,64,1,143549,1
129,110910,274293,resnet50,126320,256,8,26428,1
130,111792,34704,resnet50,133106,256,1,18826,1
131,112172,17320,resnet50,114716,64,1,2531,0
132,112237,2442,deepspeech2,112759,32,1,807,1
133,112394,2108815,resnet50,953381,128,1,576908,0
134,113068,5640,bert,113677,64,1,935,1
135,113234,4037,deepspeech2,114751,32,1,1335,0
136,113521,46094,gpt2,119147,128,1,6306,1
137,114640,13104,bert,116698,128,1,3665,1
138,115186,18732,inception3,120091,64,1,3885,1
139,115535,780329,deepspeech2,260929,32,1,258117,1
140,116113,21541,bert,120078,64,1,3571,0
141,116135,10663,gpt2,118306,128,1,1458,1
142,116575,244711,vgg16,243285,128,1,93231,1
143,117066,17711,gpt2,120509,128,1,2423,1
144,117254,453391,deepspeech2,301658,64,1,283383,1
145,117357,4998,vgg16,118015,64,1,989,1
146,119428,2007,deepspeech2,120323,32,1,664,0
147,120070,63742,vgg16,127771,64,1,12614,1
148,120281,12493,bert,123356,128,1,3494,0
149,121119,9954,gpt2,123198,256,1,2429,1
150,122648,46091,deepspeech2,144459,32,1,15246,1
151,122666,14791,inception3,125984,64,1,3068,0
152,122683,243637,gpt2,153999,256,1,59462,1
153,122825,15309,vgg16,129141,128,1,5832,1
154,123967,53037,inception3,138669,128,2,11383,1
155,124124,13141,inception3,131807,128,1,5128,0
156,125222,34112,bert,131627,128,2,6006,0
157,126242,607665,bert,287229,128,1,169979,1
158,126950,18002,bert,128626,64,1,2985,1
159,127175,20280,deepspeech2,141345,64,1,12676,1
160,130516,46660,vgg16,140436,256,4,10052,1
161,131955,57006,resnet50,146278,128,1,15595,1
162,132609,6401,vgg16,136667,256,1,4873,1
163,132836,1650716,gpt2,655564,256,1,402875,0
164,133777,36687,resnet50,147398,128,1,10036,0
165,134230,3062,inception3,135970,128,1,1195,1
166,135001,18620,gpt2,138006,256,1,4544,0
167,135350,54794,bert,145690,128,2,9647,1
168,136247,6533,vgg16,143261,256,1,4973,1
169,136302,4356,deepspeech2,138077,32,1,1441,1
170,136621,15217,vgg16,138794,64,1,3011,1
171,139716,85481,vgg16,162712,64,1,16916,1
172,141592,4149,resnet50,142343,64,1,606,0
173,141921,65208,bert,147349,64,1,10812,0
174,143681,21342,vgg16,149198,128,1,8131,1
175,144015,22557,resnet50,150450,128,1,6170,1
176,146537,9097,bert,148566,64,1,1508,1
177,147762,3334,vgg16,148626,64,1,659,1
178,148247,10655,vgg16,153472,256,1,8111,1
179,148509,12812,deepspeech2,154316,64,1,8008,1
180,148516,4471,resnet50,150741,256,1,2425,1
181,150415,11960,vgg16,160691,256,1,9105,1
182,150450,404873,inception3,172849,64,8,30231,1
183,151990,6778,deepspeech2,153630,32,1,2242,1
184,154938,11366,resnet50,156819,64,1,1661,1
185,155698,68024,resnet50,161427,128,8,4114,1
186,155868,353369,deepspeech2,221139,64,4,67272,1
187,157688,23323,resnet50,159956,256,8,2247,1
188,160965,36673,deepspeech2,173606,32,1,12130,1
189,162061,62446,bert,165370,64,8,5646,1
190,162701,74513,vgg16,166718,64,8,3854,1
191,163128,169226,resnet50,185714,64,1,24729,1
192,163512,164008,deepspeech2,207572,32,1,54250,1
193,163719,65238,gpt2,174232,256,2,9373,1
194,164728,8334,bert,167240,128,1,2331,1
195,165239,191171,gpt2,185930,128,1,26156,1
196,165433,9491,gpt2,166996,256,1,2316,1
197,165532,40534,bert,177870,128,1,11338,0
198,166519,19246,resnet50,170957,128,1,5265,0
199,166835,9178,resnet50,167679,64,1,1341,1
