job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
91,81511,20124,resnet50,88036,128,1,5505,0
92,81517,36065,vgg16,93681,128,1,13740,0
93,82894,3920907,gpt2,417770,128,4,235259,0
94,84440,9215,vgg16,87042,128,1,3510,1
95,86396,7920,bert,87305,64,8,716,0
96,87610,60831,resnet50,90732,128,8,3679,1
97,89101,6062,gpt2,89550,128,1,829,0
98,89759,88289,vgg16,157244,256,1,67208,0
99,90500,43730,deepspeech2,110114,32,1,14465,0
100,91000,11922,gpt2,92301,128,1,1631,0
101,91052,346770,vgg16,189337,64,1,68626,1
102,92888,10238,deepspeech2,96535,64,1,6399,1
103,93648,7071,gpt2,95940,256,1,1725,0
104,93849,3621891,gpt2,351558,128,8,193646,0
105,94481,11689,gpt2,98183,256,1,2852,0
106,95078,8434,vgg16,98361,128,1,3213,1
107,95475,11746,inception3,98722,128,1,4584,0
108,95857,5856,resnet50,97058,128,1,1602,0
109,96553,62166,gpt2,114236,256,1,15172,1
110,97433,60287,deepspeech2,106356,64,8,8140,0
111,98286,20825,inception3,103063,64,1,4319,0
112,98837,3903,vgg16,102868,256,1,2971,0
113,98863,9620,gpt2,102327,256,1,2348,0
114,99097,4616,vgg16,100380,64,1,913,0
115,99273,29672,vgg16,110356,128,1,11304,1
116,100063,30427,resnet50,111124,256,1,16506,0
117,101839,3301,vgg16,102754,64,1,653,0
118,103281,26572,deepspeech2,111742,32,1,8789,1
119,104716,6175,resnet50,108585,256,1,3350,0
120,106242,19904,resnet50,109088,64,1,2908,0
121,106507,6223,gpt2,107486,256,1,1519,1
122,108167,11162,bert,109917,128,1,3122,1
123,109173,801250,vgg16,460768,128,1,305264,1
124,109251,872548,inception3,384030,128,1,340533,1
125,109266,4881,resnet50,109956,128,1,1335,0
126,109279,5372,resnet50,110333,128,1,1469,0
127,110547,22393,bert,119013,128,1,6264,1
128,110806,229667,deepspeech2,244091,64,1,143549,0
129,110910,274293,resnet50,136581,256,8,26428,1
130,111792,34704,resnet50,131962,256,1,18826,0
131,112172,17320,resnet50,114371,64,1,2531,0
132,112237,2442,deepspeech2,112944,32,1,807,1
133,112394,2108815,resnet50,722490,128,1,576908,1
134,113068,5640,bert,113865,64,1,935,1
135,113234,4037,deepspeech2,115128,32,1,1335,0
136,113521,46094,gpt2,117323,128,1,6306,1
137,114640,13104,bert,117995,128,1,3665,0
138,115186,18732,inception3,120124,64,1,3885,0
139,115535,780329,deepspeech2,480775,32,1,258117,0
140,116113,21541,bert,118591,64,1,3571,1
141,116135,10663,gpt2,118299,128,1,1458,1
142,116575,244711,vgg16,223322,128,1,93231,1
143,117066,17711,gpt2,120489,128,1,2423,0
144,117254,453391,deepspeech2,292989,64,1,283383,1
145,117357,4998,vgg16,118278,64,1,989,1
146,119428,2007,deepspeech2,119925,32,1,664,0
147,120070,63742,vgg16,129212,64,1,12614,0
148,120281,12493,bert,123673,128,1,3494,0
149,121119,9954,gpt2,123117,256,1,2429,0
150,122648,46091,deepspeech2,136448,32,1,15246,1
151,122666,14791,inception3,126425,64,1,3068,0
152,122683,243637,gpt2,159321,256,1,59462,0
153,122825,15309,vgg16,129408,128,1,5832,0
154,123967,53037,inception3,138595,128,2,11383,0
155,124124,13141,inception3,128344,128,1,5128,1
156,125222,34112,bert,133200,128,2,6006,0
157,126242,607665,bert,319577,128,1,169979,1
158,126950,18002,bert,129259,64,1,2985,1
159,127175,20280,deepspeech2,144261,64,1,12676,0
160,130516,46660,vgg16,145306,256,4,10052,0
161,131955,57006,resnet50,142394,128,1,15595,0
162,132609,6401,vgg16,138531,256,1,4873,1
163,132836,1650716,gpt2,346098,256,1,402875,0
164,133777,36687,resnet50,147468,128,1,10036,1
165,134230,3062,inception3,135073,128,1,1195,0
166,135001,18620,gpt2,140844,256,1,4544,1
167,135350,54794,bert,144640,128,2,9647,1
168,136247,6533,vgg16,140474,256,1,4973,1
169,136302,4356,deepspeech2,138083,32,1,1441,0
170,136621,15217,vgg16,140875,64,1,3011,0
171,139716,85481,vgg16,160590,64,1,16916,1
172,141592,4149,resnet50,141987,64,1,606,0
173,141921,65208,bert,155622,64,1,10812,0
174,143681,21342,vgg16,154668,128,1,8131,1
175,144015,22557,resnet50,150802,128,1,6170,0
176,146537,9097,bert,148236,64,1,1508,0
177,147762,3334,vgg16,148362,64,1,659,1
178,148247,10655,vgg16,157200,256,1,8111,0
179,148509,12812,deepspeech2,159513,64,1,8008,0
180,148516,4471,resnet50,151542,256,1,2425,0
181,150415,11960,vgg16,158263,256,1,9105,1
182,150450,404873,inception3,186762,64,8,30231,1
183,151990,6778,deepspeech2,154839,32,1,2242,1
184,154938,11366,resnet50,156398,64,1,1661,1
185,155698,68024,resnet50,160353,128,8,4114,0
186,155868,353369,deepspeech2,218382,64,4,67272,0
187,157688,23323,resnet50,161047,256,8,2247,1
188,160965,36673,deepspeech2,175871,32,1,12130,1
189,162061,62446,bert,167808,64,8,5646,0
190,162701,74513,vgg16,165783,64,8,3854,1
191,163128,169226,resnet50,198312,64,1,24729,1
192,163512,164008,deepspeech2,198794,32,1,54250,1
193,163719,65238,gpt2,170588,256,2,9373,0
194,164728,8334,bert,166529,128,1,2331,1
195,165239,191171,gpt2,178630,128,1,26156,1
196,165433,9491,gpt2,168522,256,1,2316,0
197,165532,40534,bert,176611,128,1,11338,1
198,166519,19246,resnet50,170343,128,1,5265,1
199,166835,9178,resnet50,167863,64,1,1341,0
