job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
82,70951,17541,resnet50,78085,256,1,9516,0
83,72722,13684,deepspeech2,73859,64,16,1455,0
84,72960,26995,gpt2,77029,128,1,3693,0
85,73609,1737,inception3,74249,128,1,678,0
86,76351,3219,resnet50,77193,128,1,880,1
87,77127,5039,resnet50,78392,128,1,1378,0
88,77680,1476,vgg16,78980,256,1,1124,1
89,77962,9290,gpt2,79447,128,1,1271,1
90,78677,7645,inception3,80773,128,1,2983,0
91,81511,20124,resnet50,85998,128,1,5505,0
92,81517,36065,vgg16,92961,128,1,13740,0
93,82894,3920907,gpt2,230957,128,4,235259,1
94,84440,9215,vgg16,87677,128,1,3510,0
95,86396,7920,bert,87340,64,8,716,1
96,87610,60831,resnet50,92834,128,8,3679,1
97,89101,6062,gpt2,90192,128,1,829,1
98,89759,88289,vgg16,152305,256,1,67208,0
99,90500,43730,deepspeech2,106551,32,1,14465,0
100,91000,11922,gpt2,91858,128,1,1631,0
101,91052,346770,vgg16,157110,64,1,68626,0
102,92888,10238,deepspeech2,99253,64,1,6399,1
103,93648,7071,gpt2,94609,256,1,1725,0
104,93849,3621891,gpt2,303154,128,8,193646,1
105,94481,11689,gpt2,97460,256,1,2852,1
106,95078,8434,vgg16,97240,128,1,3213,0
107,95475,11746,inception3,98047,128,1,4584,0
108,95857,5856,resnet50,97256,128,1,1602,0
109,96553,62166,gpt2,118961,256,1,15172,0
110,97433,60287,deepspeech2,103222,64,8,8140,0
111,98286,20825,inception3,102674,64,1,4319,0
112,98837,3903,vgg16,100876,256,1,2971,1
113,98863,9620,gpt2,102203,256,1,2348,0
114,99097,4616,vgg16,100125,64,1,913,0
115,99273,29672,vgg16,107256,128,1,11304,0
116,100063,30427,resnet50,120454,256,1,16506,0
117,101839,3301,vgg16,102559,64,1,653,1
118,103281,26572,deepspeech2,110909,32,1,8789,0
119,104716,6175,resnet50,108832,256,1,3350,0
120,106242,19904,resnet50,108234,64,1,2908,0
121,106507,6223,gpt2,107943,256,1,1519,0
122,108167,11162,bert,110274,128,1,3122,0
123,109173,801250,vgg16,393899,128,1,305264,1
124,109251,872548,inception3,582363,128,1,340533,0
125,109266,4881,resnet50,110430,128,1,1335,0
126,109279,5372,resnet50,111014,128,1,1469,0
127,110547,22393,bert,116899,128,1,6264,0
128,110806,229667,deepspeech2,260376,64,1,143549,0
129,110910,274293,resnet50,145886,256,8,26428,1
130,111792,34704,resnet50,126231,256,1,18826,1
131,112172,17320,resnet50,114898,64,1,2531,1
132,112237,2442,deepspeech2,113383,32,1,807,0
133,112394,2108815,resnet50,490153,128,1,576908,1
134,113068,5640,bert,113572,64,1,935,0
135,113234,4037,deepspeech2,114752,32,1,1335,0
136,113521,46094,gpt2,118940,128,1,6306,1
137,114640,13104,bert,118598,128,1,3665,0
138,115186,18732,inception3,117844,64,1,3885,1
139,115535,780329,deepspeech2,445937,32,1,258117,0
140,116113,21541,bert,120673,64,1,3571,0
141,116135,10663,gpt2,118254,128,1,1458,0
142,116575,244711,vgg16,228968,128,1,93231,0
143,117066,17711,gpt2,118619,128,1,2423,1
144,117254,453391,deepspeech2,279757,64,1,283383,1
145,117357,4998,vgg16,118297,64,1,989,0
146,119428,2007,deepspeech2,120404,32,1,664,0
147,120070,63742,vgg16,129174,64,1,12614,0
148,120281,12493,bert,124716,128,1,3494,1
149,121119,9954,gpt2,124400,256,1,2429,0
150,122648,46091,deepspeech2,131053,32,1,15246,0
151,122666,14791,inception3,125247,64,1,3068,1
152,122683,243637,gpt2,160360,256,1,59462,0
153,122825,15309,vgg16,127005,128,1,5832,0
154,123967,53037,inception3,138196,128,2,11383,0
155,124124,13141,inception3,129482,128,1,5128,0
156,125222,34112,bert,133470,128,2,6006,0
157,126242,607665,bert,242846,128,1,169979,1
158,126950,18002,bert,129287,64,1,2985,1
159,127175,20280,deepspeech2,145209,64,1,12676,0
160,130516,46660,vgg16,136286,256,4,10052,1
161,131955,57006,resnet50,142809,128,1,15595,1
162,132609,6401,vgg16,137618,256,1,4873,0
163,132836,1650716,gpt2,673009,256,1,402875,0
164,133777,36687,resnet50,145525,128,1,10036,0
165,134230,3062,inception3,134912,128,1,1195,0
166,135001,18620,gpt2,140864,256,1,4544,0
167,135350,54794,bert,145840,128,2,9647,0
168,136247,6533,vgg16,141139,256,1,4973,0
169,136302,4356,deepspeech2,137857,32,1,1441,0
170,136621,15217,vgg16,139969,64,1,3011,0
171,139716,85481,vgg16,148770,64,1,16916,0
172,141592,4149,resnet50,142210,64,1,606,0
173,141921,65208,bert,155451,64,1,10812,1
174,143681,21342,vgg16,153337,128,1,8131,0
175,144015,22557,resnet50,147896,128,1,6170,0
176,146537,9097,bert,147358,64,1,1508,0
177,147762,3334,vgg16,148134,64,1,659,1
178,148247,10655,vgg16,152445,256,1,8111,0
179,148509,12812,deepspeech2,155720,64,1,8008,1
180,148516,4471,resnet50,151719,256,1,2425,1
181,150415,11960,vgg16,156395,256,1,9105,0
182,150450,404873,inception3,188708,64,8,30231,0
183,151990,6778,deepspeech2,153832,32,1,2242,0
184,154938,11366,resnet50,156712,64,1,1661,0
185,155698,68024,resnet50,158454,128,8,4114,0
186,155868,353369,deepspeech2,246630,64,4,67272,0
187,157688,23323,resnet50,159156,256,8,2247,0
188,160965,36673,deepspeech2,169795,32,1,12130,1
189,162061,62446,bert,168116,64,8,5646,0
190,162701,74513,vgg16,166331,64,8,3854,0
191,163128,169226,resnet50,187115,64,1,24729,0
192,163512,164008,deepspeech2,244797,32,1,54250,0
193,163719,65238,gpt2,171009,256,2,9373,0
194,164728,8334,bert,166788,128,1,2331,0
195,165239,191171,gpt2,198123,128,1,26156,0
196,165433,9491,gpt2,168448,256,1,2316,1
197,165532,40534,bert,173635,128,1,11338,1
198,166519,19246,resnet50,172006,128,1,5265,0
199,166835,9178,resnet50,168720,64,1,1341,0
