job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
87,77127,5039,resnet50,78986,128,1,1378,1
88,77680,1476,vgg16,78561,256,1,1124,1
89,77962,9290,gpt2,79411,128,1,1271,1
90,78677,7645,inception3,80619,128,1,2983,0
91,81511,20124,resnet50,85303,128,1,5505,1
92,81517,36065,vgg16,92592,128,1,13740,0
93,82894,3920907,gpt2,212716,128,4,235259,0
94,84440,9215,vgg16,88676,128,1,3510,1
95,86396,7920,bert,87214,64,8,716,0
96,87610,60831,resnet50,92151,128,8,3679,1
97,89101,6062,gpt2,89751,128,1,829,0
98,89759,88289,vgg16,148158,256,1,67208,1
99,90500,43730,deepspeech2,108330,32,1,14465,1
100,91000,11922,gpt2,92160,128,1,1631,0
101,91052,346770,vgg16,132772,64,1,68626,0
102,92888,10238,deepspeech2,96982,64,1,6399,1
103,93648,7071,gpt2,95424,256,1,1725,1
104,93849,3621891,gpt2,323675,128,8,193646,1
105,94481,11689,gpt2,97293,256,1,2852,1
106,95078,8434,vgg16,98760,128,1,3213,0
107,95475,11746,inception3,99438,128,1,4584,1
108,95857,5856,resnet50,97877,128,1,1602,1
109,96553,62166,gpt2,112781,256,1,15172,0
110,97433,60287,deepspeech2,106448,64,8,8140,0
111,98286,20825,inception3,104065,64,1,4319,1
112,98837,3903,vgg16,100905,256,1,2971,0
113,98863,9620,gpt2,100071,256,1,2348,0
114,99097,4616,vgg16,100087,64,1,913,1
115,99273,29672,vgg16,108360,128,1,11304,1
116,100063,30427,resnet50,123022,256,1,16506,0
117,101839,3301,vgg16,102331,64,1,653,1
118,103281,26572,deepspeech2,112839,32,1,8789,1
119,104716,6175,resnet50,109278,256,1,3350,1
120,106242,19904,resnet50,109169,64,1,2908,1
121,106507,6223,gpt2,107677,256,1,1519,1
122,108167,11162,bert,111373,128,1,3122,1
123,109173,801250,vgg16,506279,128,1,305264,1
124,109251,872548,inception3,353901,128,1,340533,0
125,109266,4881,resnet50,110344,128,1,1335,1
126,109279,5372,resnet50,110446,128,1,1469,1
127,110547,22393,bert,118713,128,1,6264,0
128,110806,229667,deepspeech2,185813,64,1,143549,1
129,110910,274293,resnet50,147518,256,8,26428,0
130,111792,34704,resnet50,136752,256,1,18826,0
131,112172,17320,resnet50,115960,64,1,2531,1
132,112237,2442,deepspeech2,112908,32,1,807,0
133,112394,2108815,resnet50,872739,128,1,576908,1
134,113068,5640,bert,114331,64,1,935,1
135,113234,4037,deepspeech2,114284,32,1,1335,0
136,113521,46094,gpt2,121453,128,1,6306,0
137,114640,13104,bert,117550,128,1,3665,1
138,115186,18732,inception3,119698,64,1,3885,1
139,115535,780329,deepspeech2,244595,32,1,258117,0
140,116113,21541,bert,119274,64,1,3571,0
141,116135,10663,gpt2,117418,128,1,1458,0
142,116575,244711,vgg16,170980,128,1,93231,1
143,117066,17711,gpt2,119946,128,1,2423,0
144,117254,453391,deepspeech2,464473,64,1,283383,1
145,117357,4998,vgg16,117943,64,1,989,1
146,119428,2007,deepspeech2,120286,32,1,664,0
147,120070,63742,vgg16,128419,64,1,12614,0
148,120281,12493,bert,123628,128,1,3494,1
149,121119,9954,gpt2,123423,256,1,2429,1
150,122648,46091,deepspeech2,135472,32,1,15246,1
151,122666,14791,inception3,126930,64,1,3068,1
152,122683,243637,gpt2,152977,256,1,59462,1
153,122825,15309,vgg16,125814,128,1,5832,1
154,123967,53037,inception3,131939,128,2,11383,1
155,124124,13141,inception3,131720,128,1,5128,1
156,125222,34112,bert,129641,128,2,6006,1
157,126242,607665,bert,333616,128,1,169979,1
158,126950,18002,bert,128964,64,1,2985,1
159,127175,20280,deepspeech2,141094,64,1,12676,1
160,130516,46660,vgg16,142054,256,4,10052,1
161,131955,57006,resnet50,152148,128,1,15595,1
162,132609,6401,vgg16,136342,256,1,4873,1
163,132836,1650716,gpt2,592578,256,1,402875,0
164,133777,36687,resnet50,145842,128,1,10036,1
165,134230,3062,inception3,135158,128,1,1195,1
166,135001,18620,gpt2,140660,256,1,4544,1
167,135350,54794,bert,147401,128,2,9647,1
168,136247,6533,vgg16,139845,256,1,4973,0
169,136302,4356,deepspeech2,138325,32,1,1441,1
170,136621,15217,vgg16,139194,64,1,3011,1
171,139716,85481,vgg16,148251,64,1,16916,0
172,141592,4149,resnet50,142335,64,1,606,1
173,141921,65208,bert,149892,64,1,10812,1
174,143681,21342,vgg16,154559,128,1,8131,1
175,144015,22557,resnet50,152183,128,1,6170,1
176,146537,9097,bert,148255,64,1,1508,0
177,147762,3334,vgg16,148612,64,1,659,0
178,148247,10655,vgg16,158608,256,1,8111,0
179,148509,12812,deepspeech2,154939,64,1,8008,1
180,148516,4471,resnet50,151301,256,1,2425,1
181,150415,11960,vgg16,162801,256,1,9105,0
182,150450,404873,inception3,175836,64,8,30231,1
183,151990,6778,deepspeech2,153497,32,1,2242,1
184,154938,11366,resnet50,157173,64,1,1661,0
185,155698,68024,resnet50,158563,128,8,4114,1
186,155868,353369,deepspeech2,192546,64,4,67272,0
187,157688,23323,resnet50,159039,256,8,2247,1
188,160965,36673,deepspeech2,167565,32,1,12130,1
189,162061,62446,bert,166700,64,8,5646,1
190,162701,74513,vgg16,167901,64,8,3854,1
191,163128,169226,resnet50,176223,64,1,24729,1
192,163512,164008,deepspeech2,237711,32,1,54250,1
193,163719,65238,gpt2,169912,256,2,9373,1
194,164728,8334,bert,168150,128,1,2331,1
195,165239,191171,gpt2,185503,128,1,26156,0
196,165433,9491,gpt2,168552,256,1,2316,1
197,165532,40534,bert,176725,128,1,11338,0
198,166519,19246,resnet50,170901,128,1,5265,1
199,166835,9178,resnet50,168648,64,1,1341,0
