job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
92,81517,36065,vgg16,94071,128,1,13740,1
93,82894,3920907,gpt2,400940,128,4,235259,1
94,84440,9215,vgg16,87451,128,1,3510,1
95,86396,7920,bert,87117,64,8,716,1
96,87610,60831,resnet50,91487,128,8,3679,1
97,89101,6062,gpt2,89983,128,1,829,1
98,89759,88289,vgg16,172054,256,1,67208,1
99,90500,43730,deepspeech2,108414,32,1,14465,1
100,91000,11922,gpt2,92672,128,1,1631,1
101,91052,346770,vgg16,176318,64,1,68626,1
102,92888,10238,deepspeech2,96477,64,1,6399,1
103,93648,7071,gpt2,94921,256,1,1725,1
104,93849,3621891,gpt2,287634,128,8,193646,1
105,94481,11689,gpt2,97640,256,1,2852,1
106,95078,8434,vgg16,97904,128,1,3213,1
107,95475,11746,inception3,101019,128,1,4584,1
108,95857,5856,resnet50,97380,128,1,1602,1
109,96553,62166,gpt2,105594,256,1,15172,1
110,97433,60287,deepspeech2,104197,64,8,8140,1
111,98286,20825,inception3,100662,64,1,4319,1
112,98837,3903,vgg16,103082,256,1,2971,1
113,98863,9620,gpt2,101063,256,1,2348,1
114,99097,4616,vgg16,100344,64,1,913,1
115,99273,29672,vgg16,110038,128,1,11304,1
116,100063,30427,resnet50,120034,256,1,16506,1
117,101839,3301,vgg16,102607,64,1,653,1
118,103281,26572,deepspeech2,109072,32,1,8789,1
119,104716,6175,resnet50,106724,256,1,3350,1
120,106242,19904,resnet50,110146,64,1,2908,0
121,106507,6223,gpt2,107397,256,1,1519,1
122,108167,11162,bert,112114,128,1,3122,1
123,109173,801250,vgg16,330101,128,1,305264,1
124,109251,872548,inception3,332482,128,1,340533,1
125,109266,4881,resnet50,111000,128,1,1335,1
126,109279,5372,resnet50,110759,128,1,1469,1
127,110547,22393,bert,116737,128,1,6264,1
128,110806,229667,deepspeech2,204419,64,1,143549,1
129,110910,274293,resnet50,130679,256,8,26428,1
130,111792,34704,resnet50,134438,256,1,18826,0
131,112172,17320,resnet50,114650,64,1,2531,0
132,112237,2442,deepspeech2,112906,32,1,807,1
133,112394,2108815,resnet50,921076,128,1,576908,1
134,113068,5640,bert,114342,64,1,935,1
135,113234,4037,deepspeech2,114745,32,1,1335,1
136,113521,46094,gpt2,119360,128,1,6306,1
137,114640,13104,bert,120048,128,1,3665,1
138,115186,18732,inception3,118480,64,1,3885,1
139,115535,780329,deepspeech2,492098,32,1,258117,1
140,116113,21541,bert,119128,64,1,3571,1
141,116135,10663,gpt2,117548,128,1,1458,1
142,116575,244711,vgg16,251191,128,1,93231,0
143,117066,17711,gpt2,119129,128,1,2423,1
144,117254,453391,deepspeech2,452988,64,1,283383,1
145,117357,4998,vgg16,118461,64,1,989,0
146,119428,2007,deepspeech2,119763,32,1,664,1
147,120070,63742,vgg16,131491,64,1,12614,1
148,120281,12493,bert,123098,128,1,3494,1
149,121119,9954,gpt2,123678,256,1,2429,1
150,122648,46091,deepspeech2,143220,32,1,15246,1
151,122666,14791,inception3,126806,64,1,3068,1
152,122683,243637,gpt2,188407,256,1,59462,0
153,122825,15309,vgg16,126435,128,1,5832,0
154,123967,53037,inception3,136314,128,2,11383,1
155,124124,13141,inception3,129665,128,1,5128,1
156,125222,34112,bert,132349,128,2,6006,1
157,126242,607665,bert,301888,128,1,169979,1
158,126950,18002,bert,131007,64,1,2985,1
159,127175,20280,deepspeech2,135502,64,1,12676,1
160,130516,46660,vgg16,139709,256,4,10052,0
161,131955,57006,resnet50,140542,128,1,15595,0
162,132609,6401,vgg16,135278,256,1,4873,1
163,132836,1650716,gpt2,600324,256,1,402875,1
164,133777,36687,resnet50,148346,128,1,10036,1
165,134230,3062,inception3,135006,128,1,1195,1
166,135001,18620,gpt2,139499,256,1,4544,1
167,135350,54794,bert,149325,128,2,9647,1
168,136247,6533,vgg16,140985,256,1,4973,1
169,136302,4356,deepspeech2,137752,32,1,1441,1
170,136621,15217,vgg16,139384,64,1,3011,1
171,139716,85481,vgg16,155478,64,1,16916,1
172,141592,4149,resnet50,142319,64,1,606,1
173,141921,65208,bert,148259,64,1,10812,1
174,143681,21342,vgg16,154716,128,1,8131,0
175,144015,22557,resnet50,149454,128,1,6170,1
176,146537,9097,bert,147901,64,1,1508,1
177,147762,3334,vgg16,148393,64,1,659,1
178,148247,10655,vgg16,155838,256,1,8111,1
179,148509,12812,deepspeech2,156443,64,1,8008,0
180,148516,4471,resnet50,150097,256,1,2425,1
181,150415,11960,vgg16,155457,256,1,9105,1
182,150450,404873,inception3,186422,64,8,30231,1
183,151990,6778,deepspeech2,153466,32,1,2242,0
184,154938,11366,resnet50,156013,64,1,1661,1
185,155698,68024,resnet50,159391,128,8,4114,1
186,155868,353369,deepspeech2,217269,64,4,67272,1
187,157688,23323,resnet50,159775,256,8,2247,1
188,160965,36673,deepspeech2,168419,32,1,12130,0
189,162061,62446,bert,165924,64,8,5646,1
190,162701,74513,vgg16,165923,64,8,3854,1
191,163128,169226,resnet50,194823,64,1,24729,1
192,163512,164008,deepspeech2,210281,32,1,54250,0
193,163719,65238,gpt2,174451,256,2,9373,1
194,164728,8334,bert,167150,128,1,2331,1
195,165239,191171,gpt2,192710,128,1,26156,1
196,165433,9491,gpt2,166832,256,1,2316,1
197,165532,40534,bert,175405,128,1,11338,1
198,166519,19246,resnet50,169313,128,1,5265,1
199,166835,9178,resnet50,167671,64,1,1341,1
