time,gpu0-0,gpu0-1,gpu0-2,gpu0-3,gpu0-4,gpu0-5,gpu0-6,gpu0-7,gpu1-0,gpu1-1,gpu1-2,gpu1-3,gpu1-4,gpu1-5,gpu1-6,gpu1-7,gpu2-0,gpu2-1,gpu2-2,gpu2-3,gpu2-4,gpu2-5,gpu2-6,gpu2-7,gpu3-0,gpu3-1,gpu3-2,gpu3-3,gpu3-4,gpu3-5,gpu3-6,gpu3-7,gpu4-0,gpu4-1,gpu4-2,gpu4-3,gpu4-4,gpu4-5,gpu4-6,gpu4-7,gpu5-0,gpu5-1,gpu5-2,gpu5-3,gpu5-4,gpu5-5,gpu5-6,gpu5-7,gpu6-0,gpu6-1,gpu6-2,gpu6-3,gpu6-4,gpu6-5,gpu6-6,gpu6-7,gpu7-0,gpu7-1,gpu7-2,gpu7-3,gpu7-4,gpu7-5,gpu7-6,gpu7-7,gpu8-0,gpu8-1,gpu8-2,gpu8-3,gpu8-4,gpu8-5,gpu8-6,gpu8-7,gpu9-0,gpu9-1,gpu9-2,gpu9-3,gpu9-4,gpu9-5,gpu9-6,gpu9-7,gpu10-0,gpu10-1,gpu10-2,gpu10-3,gpu10-4,gpu10-5,gpu10-6,gpu10-7,gpu11-0,gpu11-1,gpu11-2,gpu11-3,gpu11-4,gpu11-5,gpu11-6,gpu11-7,gpu12-0,gpu12-1,gpu12-2,gpu12-3,gpu12-4,gpu12-5,gpu12-6,gpu12-7,gpu13-0,gpu13-1,gpu13-2,gpu13-3,gpu13-4,gpu13-5,gpu13-6,gpu13-7,gpu14-0,gpu14-1,gpu14-2,gpu14-3,gpu14-4,gpu14-5,gpu14-6,gpu14-7,gpu15-0,gpu15-1,gpu15-2,gpu15-3,gpu15-4,gpu15-5,gpu15-6,gpu15-7,ce
50236,6,6,6,6,6,6,6,6,24,24,24,24,33,33,33,33,5,13,17,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16816298709882932
50476,6,6,6,6,6,6,6,6,24,24,24,24,33,33,33,33,5,13,17,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16816298709882932
50716,6,6,6,6,6,6,6,6,24,24,24,24,33,33,33,33,5,13,17,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16816298709882932
51336,6,6,6,6,6,6,6,6,24,24,24,24,33,33,33,33,5,13,17,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16816298709882932
51700,6,6,6,6,6,6,6,6,24,24,24,24,33,33,33,33,5,13,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16035048709882932
52118,6,6,6,6,6,6,6,6,24,24,24,24,33,33,33,33,5,13,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16035048709882932
54283,6,6,6,6,6,6,6,6,33,33,33,33,5,13,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13470094473475397
54523,6,6,6,6,6,6,6,6,33,33,33,33,5,13,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13470094473475397
54763,6,6,6,6,6,6,6,6,33,33,33,33,5,13,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13470094473475397
55286,6,6,6,6,6,6,6,6,33,33,33,33,5,13,18,20,25,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13470094473475397
56268,6,6,6,6,6,6,6,6,33,33,33,33,5,13,18,20,26,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12688844473475397
59322,6,6,6,6,6,6,6,6,33,33,33,33,5,13,18,20,26,28,29,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13470094473475397
61005,6,6,6,6,6,6,6,6,33,33,33,33,5,13,18,20,26,28,29,31,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
61307,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,18,20,26,28,29,31,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667917072938328
61714,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,18,20,26,28,29,31,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667917072938328
62018,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,18,20,26,28,29,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589792072938328
62576,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,18,20,26,28,29,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589792072938328
64256,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,20,26,28,29,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1511667072938328
64667,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,20,26,28,29,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589792072938328
66526,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,20,26,28,29,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589792072938328
67057,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,38,38,38,38,5,13,20,26,28,29,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17744754097820212
67757,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,20,26,28,29,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589792072938328
67997,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,20,26,28,29,31,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589792072938328
68854,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,5,13,20,26,28,29,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1511667072938328
69094,6,6,6,6,6,6,6,6,36,36,36,36,36,36,36,36,33,33,33,33,39,39,5,13,20,26,28,29,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16393584913100678
69854,6,6,6,6,6,6,6,6,33,33,33,33,39,39,5,13,20,26,28,29,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13965758657192795
70981,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12688844473475397
71871,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12688844473475397
72602,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13470094473475397
74761,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
75856,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
77100,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
77755,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,42,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
77995,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
78235,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
78475,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
79806,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
81965,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
83698,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
86153,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,37,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
86773,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13470094473475397
88599,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,41,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
88863,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,41,45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
89632,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
90967,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,41,46,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
92117,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,41,46,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
92850,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,41,46,47,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
93641,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
93881,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
94221,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
94912,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
95922,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,49,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17376344473475397
96162,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,49,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17376344473475397
97135,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,49,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17376344473475397
97501,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
98166,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
98406,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
99176,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
99610,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
99850,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,51,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
100090,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,51,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
100846,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,46,47,48,51,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17376344473475397
101086,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
103104,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
103518,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23320183915499326
103758,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23320183915499326
104100,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23320183915499326
104340,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24101433915499326
105227,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
107054,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
107390,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,47,48,52,53,55,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17376344473475397
107630,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,48,52,53,55,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16595094473475397
108018,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,48,52,53,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
108258,6,6,6,6,6,6,6,6,33,33,33,33,5,13,20,26,28,29,31,40,48,52,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
108498,6,6,6,6,6,6,6,6,33,33,33,33,13,20,26,28,29,31,40,48,52,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14251344473475397
110839,6,6,6,6,6,6,6,6,33,33,33,33,13,20,26,28,29,31,40,48,52,55,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
111544,6,6,6,6,6,6,6,6,33,33,33,33,13,20,26,28,29,31,40,48,52,55,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15032594473475397
111784,6,6,6,6,6,6,6,6,33,33,33,33,13,20,26,28,29,31,40,48,52,55,57,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15813844473475397
112379,33,33,33,33,13,20,26,28,29,31,40,48,52,55,57,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11773909070995975
